iter	MultiClass
495	0.5182940859
496	0.5165465692
497	0.5151621809
498	0.5137223369
499	0.5124877313
500	0.5104708893
501	0.5088587289
502	0.5073619804
503	0.5052603982
504	0.5033727164
505	0.501971713
506	0.5001852016
507	0.4991308039
508	0.4979816475
509	0.4961379851
510	0.4945188272
511	0.4933246651
512	0.4915875984
513	0.4904075545
514	0.4885132452
515	0.4868341311
516	0.485385625
517	0.4844391486
518	0.483211972
519	0.4817828246
520	0.4801214661
521	0.4786163638
522	0.4773498535
523	0.4756197534
524	0.4742960304
525	0.4733765573
526	0.4725604433
527	0.4711628615
528	0.4694478661
529	0.4678037393
530	0.4662061903
531	0.464605158
532	0.463523911
533	0.4625033292
534	0.461287065
535	0.4600351353
536	0.4588711209
537	0.457429489
538	0.4561129483
539	0.4545985366
540	0.4532886544
541	0.4515388566
542	0.4497967653
543	0.4487698025
544	0.4473630963
545	0.4459342571
546	0.4441110322
547	0.4426552204
548	0.4410836576
549	0.4397882943
550	0.4386086512
551	0.4376382231
552	0.4364871247
553	0.4352735115
554	0.4339179453
555	0.4325608687
556	0.4312104813
557	0.4300825023
558	0.4286998094
559	0.4272995766
560	0.4266611427
561	0.4252484871
562	0.4237890687
563	0.4225077311
564	0.4214370573
565	0.4202309348
566	0.4192566534
567	0.4181764237
568	0.4168311842
569	0.4155283918
570	0.4141545459
571	0.4129773689
572	0.4116031223
573	0.4110254461
574	0.409605978
575	0.4084722654
576	0.4076338026
577	0.4069990062
578	0.4059282399
579	0.4043342667
580	0.4029105447
581	0.4025275336
582	0.4011821092
583	0.4000817193
584	0.3993131387
585	0.3984986585
586	0.3972061311
587	0.3959762727
588	0.3947745275
589	0.393436902
590	0.3921755396
591	0.3910586579
592	0.3901674829
593	0.3888459177
594	0.3882204615
595	0.3874457157
596	0.3861394709
597	0.3848886817
598	0.3844701902
599	0.3833825005
600	0.3821864889
601	0.381268588
602	0.3805574668
603	0.3795762187
604	0.3792706422
605	0.3783668595
606	0.3774960913
607	0.3764955771
608	0.3755363079
609	0.3747120867
610	0.3739883269
611	0.3729371967
612	0.3720675998
613	0.3717151064
614	0.3708804969
615	0.370002762
616	0.3695028902
617	0.3685158161
618	0.3672668765
619	0.3663913919
620	0.3657396105
621	0.3652336968
622	0.3647698913
623	0.3635503596
624	0.3627065331
625	0.3616697369
626	0.3606336189
627	0.3599732987
628	0.3589793812
629	0.3580489342
630	0.3575524841
631	0.3565697872
632	0.3557485561
633	0.3548706055
634	0.3537645745
635	0.3533768163
636	0.3523289844
637	0.3512098524
638	0.350341427
639	0.3496559837
640	0.3488510594
641	0.3480539958
642	0.3470983332
643	0.346267207
644	0.3455710363
645	0.3442968503
646	0.3438233347
647	0.3429318823
648	0.3421784372
649	0.341232084
650	0.3403260202
651	0.3400227865
652	0.3393962513
653	0.3386996491
654	0.337947437
655	0.3368813255
656	0.3359462237
657	0.3353908038
658	0.3345372364
659	0.3336908206
660	0.3331514301
661	0.3322045837
662	0.3312482738
663	0.3303033077
664	0.3292708888
665	0.3283781418
666	0.3274081143
667	0.3267080288
668	0.3256944444
669	0.324876635
670	0.3244933157
671	0.3235799462
672	0.3227916987
673	0.321995529
674	0.3216499406
675	0.3206668738
676	0.3197273023
677	0.3187950674
678	0.3177715571
679	0.3172662908
680	0.3167430531
681	0.3163066209
682	0.3157455907
683	0.3150879523
684	0.3142267401
685	0.3136412649
686	0.3129649153
687	0.3126036981
688	0.3116205389
689	0.3108427414
690	0.3097737014
691	0.3089737093
692	0.3083290177
693	0.3075693458
694	0.3068492543
695	0.3061643658
696	0.305537769
697	0.3047852179
698	0.3040898795
699	0.3034355087
700	0.3026195179
701	0.3021327471
702	0.3014424334
703	0.3007207389
704	0.3001431244
705	0.2994434087
706	0.2985894097
707	0.2979225236
708	0.2974809126
709	0.2967772821
710	0.296160827
711	0.2955204819
712	0.2949814613
713	0.2941992557
714	0.2937463009
715	0.2933973524
716	0.2927686903
717	0.2918826941
718	0.2914279514
719	0.2906184341
720	0.2902383824
721	0.2894327799
722	0.2888571999
723	0.2885891385
724	0.2882228967
725	0.2876281122
726	0.2868824352
727	0.286322638
728	0.2858516192
729	0.2850564668
730	0.2842844029
731	0.2835523817
732	0.2825654001
733	0.2817947542
734	0.2810665863
735	0.2805320046
736	0.2799550066
737	0.2791756062
738	0.2787903757
739	0.2780686812
740	0.2772293553
741	0.2769268614
742	0.2763943759
743	0.2760433929
744	0.2755704938
745	0.2748489842
746	0.2742129239
747	0.2735931705
748	0.2732890119
749	0.2727461073
750	0.2720703125
751	0.2715540106
752	0.2708507808
753	0.2704438181
754	0.2701097276
755	0.2697843609
756	0.2694160847
757	0.2691681216
758	0.2685449774
759	0.2681051235
760	0.2677572848
761	0.2671500466
762	0.2663171942
763	0.2660401007
764	0.2656244143
765	0.2648636635
766	0.2642119128
767	0.2634950888
768	0.2629476528
769	0.2625489514
770	0.2619269477
771	0.2615415014
772	0.2609272658
773	0.2603880295
774	0.2597662723
775	0.259108449
776	0.2583671801
777	0.2577533452
778	0.2569952762
779	0.2563146726
780	0.2558727842
781	0.2555645413
782	0.2548439103
783	0.2541189329
784	0.2535040345
785	0.2529115927
786	0.2522034924
787	0.2516955751
788	0.2509399414
789	0.2504375111
790	0.2499635639
791	0.2494312479
792	0.2489470973
793	0.2486409813
794	0.2481783626
795	0.2478308475
796	0.2474090576
797	0.2468515724
798	0.2462784892
799	0.2456886677
800	0.245117018
801	0.2444982355
802	0.2440024482
803	0.2433623189
804	0.24277857
805	0.2423128687
806	0.2418313691
807	0.2412829621
808	0.2406229501
809	0.2400131996
810	0.2395117866
811	0.239025062
812	0.238378336
813	0.2379054831
814	0.2373965177
815	0.2369144478
816	0.2364184139
817	0.2360170923
818	0.2354583278
819	0.2348877724
820	0.2344976406
821	0.2340387364
822	0.2334422256
823	0.233003127
824	0.2324406325
825	0.2320219714
826	0.231512035
827	0.2310338184
828	0.2304778282
829	0.2300956341
830	0.2296457464
831	0.2291512692
832	0.2287456012
833	0.2282278196
834	0.2277568162
835	0.2270980989
836	0.2265469638
837	0.2259598703
838	0.225528324
839	0.225156734
840	0.2246956257
841	0.2245666504
842	0.2239981295
843	0.2234127006
844	0.222948818
845	0.2226721715
846	0.2223535403
847	0.2218493837
848	0.2213168366
849	0.221033131
850	0.2205767237
851	0.2201948994
852	0.2196279661
853	0.2191030021
854	0.218766646
855	0.2181747899
856	0.217904324
857	0.2173756147
858	0.2169286863
859	0.216474036
860	0.2159739022
861	0.2155911378
862	0.2151253132
863	0.2147359366
864	0.2141819809
865	0.2137485697
866	0.2135260534
867	0.2130696769
868	0.2125629309
869	0.2121103768
870	0.2116787689
871	0.2112661497
872	0.2109797006
873	0.2106404777
874	0.2101698596
875	0.2097130361
876	0.2094075367
877	0.2089984932
878	0.2085152674
879	0.208153033
880	0.2077203462
881	0.2072356407
882	0.2067739467
883	0.2064317337
884	0.2061115612
885	0.205698495
886	0.2053095037
887	0.2048361114
888	0.2043815227
889	0.2041727085
890	0.2037472812
891	0.2033152879
892	0.2028263593
893	0.2023964314
894	0.2018890073
895	0.2013922797
896	0.2009239428
897	0.2005506265
898	0.2000720092
899	0.1996133978
900	0.1993714458
901	0.1990673335
902	0.1985845392
903	0.1982353596
904	0.197798727
905	0.1973743169
906	0.1970013089
907	0.1966104835
908	0.1961667148
909	0.1957285563
910	0.1954217468
911	0.195074093
912	0.1947098087
913	0.1943612455
914	0.1939929076
915	0.1935567528
916	0.1932627977
917	0.1930033982
918	0.1926119718
919	0.1922478107
920	0.1917679604
921	0.1914186728
922	0.1911196005
923	0.1906733041
924	0.1902819239
925	0.1899889397
926	0.1897303263
927	0.1893392081
928	0.1891560564
929	0.1887395994
930	0.1885037509
931	0.1881527525
932	0.187840795
933	0.1874900278
934	0.1871690846
935	0.1869316178
936	0.1865900213
937	0.1862624043
938	0.1859980111
939	0.185669531
940	0.1852566497
941	0.1850912845
942	0.1847748265
943	0.1844162296
944	0.1840878265
945	0.1837344545
946	0.1833744242
947	0.1830885145
948	0.1828123767
949	0.1824285642
950	0.1820438115
951	0.1816811764
952	0.1814083061
953	0.181004241
954	0.1808798742
955	0.1804440739
956	0.1802745318
957	0.1799964211
958	0.1796139804
959	0.1793907088
960	0.1790813253
961	0.1786796493
962	0.1783209753
963	0.1779095736
964	0.1775294757
965	0.1772777981
966	0.1768904098
967	0.176487624
968	0.1761572019
969	0.1758405435
970	0.1756042789
971	0.1753787879
972	0.1751020335
973	0.1748365768
974	0.1745644926
975	0.1742049709
976	0.1738010291
977	0.1735703439
978	0.1732567989
979	0.1729081896
980	0.1726229273
981	0.1723303284
982	0.1721644084
983	0.1718687732
984	0.1716040563
985	0.1714072488
986	0.1710364448
987	0.1706997187
988	0.1703254469
989	0.1699818775
990	0.1696607185
991	0.1693094273
992	0.1689327047
993	0.1685918018
994	0.1682829578
995	0.1679710157
996	0.1676886048
997	0.1674828423
998	0.1671773737
999	0.1669717037
